,author,creation_date,expiry,last_reply,parent_category,price,replies,saving,source,thread_category,title,url,views,votes
168,weedb0y,2020-07-06 22:28:00,,2020-07-16 17:29:00,,59.45,14,,Amazon.ca,Sports & Fitness,"MuscleTech Whey Protein, Triple Chocolate Brownie, 6 Pound for $59.45 no tax",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07BXLH3KC%2F&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,3902,-4
169,Nexzen,2020-07-08 14:38:00,,2020-07-16 17:26:00,Entertainment,,27,,,"Books, Music, Movies, Magazines",3 Months Free Amazon Music Unlimited,,6650,13
170,bLuPhYrE,2020-06-13 15:16:00,,2020-07-16 17:18:00,,,17,,Domino's Pizza,Restaurants,50% off all pizzas (YMMV) (Mississauga / Brampton),,8239,13
171,ryansluman,2020-06-15 13:54:00,2020-07-16 00:00:00,2020-07-16 17:11:00,,,237,,Canadian Tire,Financial Services,YMMV? Credit Karma offering 50 CT dollars to activate triangle MasterCard,,33197,22
172,Angultra,2020-07-10 21:25:00,,2020-07-16 17:10:00,Computers & Electronics,64.99,124,,Nintendo,Video Games,NES and SNES Classic mini systems (refurbished) - $64.99 / $89.99,https://store.nintendo.ca/catalog/product/view/id/29575/s/super-nes-classic-edition-refurbished/category/250/,24128,52
173,Minimo07,2020-07-16 16:38:00,2020-07-16 00:00:00,2020-07-16 17:02:00,,50.99,4,0.5278266506157977,Amazon,Computers & Electronics,"Amazon Lightning Deal, ends at 5:10 $50.99 Monitor+Laptop Mount: Screens Up to 22lbs, Notebook up to 15.6”",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FMonitor-Stand-Keyboard-Tray-Adjustable%2Fdp%2FB07DWM9WNM%2Fref%3Dgbps_tit_s-4_512c_a7db5fc6%3Fsmid%3DAAO6TDKV4R7PK%26pf_rd_p%3D1977e9ab-0025-4776-b342-9f06b5be512c%26pf_rd_s%3Dslot-4%26pf_rd_t%3D701%26pf_rd_i%3Dgb_main%26pf_rd_m%3DA3DWYIK6Y9EEQB%26pf_rd_r%3DSZZGYGXXCYNDFJHTEG16&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2217,0
174,immad01,2020-07-16 16:56:00,2020-07-22 00:00:00,2020-07-16 16:56:00,,20.0,0,,Real Canadian Superstore,Home & Garden,Tera Gear 13.7 x 9.8 inch cast iron griddle for $20 (GTA),https://www.realcanadiansuperstore.ca/print-flyer?,732,0
175,danzerino,2020-07-13 18:44:00,,2020-07-16 16:50:00,,889.99,85,,Costco,Computers & Electronics,iPhone XS 64 GB for $889.99,,20296,-73
176,Presents,2020-07-13 14:14:00,2020-07-19 00:00:00,2020-07-16 16:45:00,,21.49,32,0.14,Costco,Entertainment,iTunes gift cards - $21.49 for $25 | $84.99 for $100 | $167.99 for $200 (Members only),https://www.costco.ca/itunes-gift-cards.html,6679,27
177,riseagainstthemachine,2020-07-02 10:03:00,,2020-07-17 09:17:00,,,92,,Kits,Apparel,Kits - Free Glasses! Just pay shipping.,https://www.kits.com/freeglasses.html,25370,0
178,gasking,2020-06-28 20:49:00,,2020-07-16 16:40:00,Home & Garden,199.99,67,,Ninjakitchen,Appliances,Ninja Foodi Digital Air Fryer Oven $199.99 with promo code FOODI30,https://www.ninjakitchen.com/exclusive-offer/SP101WBKT/ninja-foodi-digital-air-fry-oven/,17733,15
179,gasking,2020-06-28 20:49:00,,2020-07-16 16:40:00,Home & Garden,199.99,67,,Ninjakitchen,Appliances,Ninja Foodi Digital Air Fryer Oven $199.99 with promo code FOODI30,https://www.ninjakitchen.com/exclusive-offer/SP101WBKT/ninja-foodi-digital-air-fry-oven/,17735,15
180,skyc88,2020-07-15 14:54:00,2020-07-22 00:00:00,2020-07-16 16:39:00,Beauty & Wellness,7.47,7,0.44,Home Hardware,Other,sea foam for motor treatment $7.47 & Gorilla Duck Tape $3.87,,2293,3
181,vanquisher,2020-07-16 00:36:00,2020-07-24 00:00:00,2020-07-16 16:34:00,Computers & Electronics,9.96,11,,Walmart,Video Games,Battlefield V PS4 & XBOXONE $9.96,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=36751&amp;murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2F6000198405151&amp;u1=rfdcb,2455,2
182,ashwani2k,2020-06-30 14:37:00,,2020-07-16 16:34:00,Computers & Electronics,181.0,95,,Amazon.ca,Cell Phones,"$181: UMIDIGI F1 Smartphone 6.3"" FHD+ 128GB ROM 4GB RAM 5150mAh",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07MFD4MNL%2Fref%3Dox_sc_act_title_2%3Fsmid%3DA3OWV51UB1EPJH%26psc%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,17436,0
183,titaniumtux,2020-05-25 14:34:00,2020-08-30 00:00:00,2020-07-16 16:30:00,Financial Services,100.0,874,,President's Choice,Credit Cards,Get 100k PC Optimum Points when you sign up for a PC Financial MasterCard,https://www.pcfinancial.ca/en/campaign/affiliate03,140192,164
184,kingivan,2020-07-16 16:01:00,2020-07-21 00:00:00,2020-07-16 16:21:00,Small Business,4.99,2,0.0,Staples,Office Supplies,"HP 20lb Paper 500 sheets $4.99, $2.00off",https://staplescanada.4u8mqw.net/c/341376/755401/10903?u=https://www.staples.ca/products/394351-en-hp-office-copy-paper-20-lb-8-12-x-11-ream,917,0
185,Blackdove77,2020-07-06 12:49:00,2020-07-19 00:00:00,2020-07-16 19:37:00,Computers & Electronics,,517,1.0,Ubisoft,Video Games,Watchdogs 2 PC version free for Everyone,https://register.ubisoft.com/ubisoft-forward-reward/,79986,0
186,idiotcanuck,2020-07-03 11:58:00,2020-07-07 00:00:00,2020-07-16 16:21:00,,,61,0.65,Redirectingat,Apparel,Goggles4U Online Prescription Glasses 65% Off Total Order Promo Code,http://go.redirectingat.com?id=2927x594702&amp;xs=1&amp;url=https%3A%2F%2Fwww.goggles4u.com%2F%3Futm_campaign%3D521791_Newsletter%2520-Inde65-JULY-20%2529NB%26amp%3Butm_medium%3Demail%26amp%3Butm_source%3DGoggles4u%26amp%3Bdm_i%3D4EOU%2CB6M7%2C1MPT23%2C15Y5O%2C1,11803,15
187,GentlemanDemon,2020-07-13 15:44:00,2020-07-18 00:00:00,2020-07-16 16:19:00,,150.0,32,,Sharkclean,Home & Garden,SharkClean.com up to $150 discount,https://www.sharkclean.com/store/,5586,8
188,bobmtb,2020-05-22 14:53:00,,2020-07-16 16:18:00,Automotive,,442,,,Auto Parts & Accessories,Potential pricing error deal: U-Haul trailer hitches,,95993,106
189,ElDealioSupremo,2020-07-13 18:25:00,2020-07-17 00:00:00,2020-07-16 16:17:00,Computers & Electronics,199.0,18,0.65,Best Buy,Home Theatre & Audio,Harmon Kardon Onyx Studio 5 BT Speaker $199.99 ($579.99 original price),https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/harman-kardon-onyx-studio-5-bluetooth-wireless-speaker-black-only-at-best-buy/12724627,6982,1
190,NakedAngel,2020-07-16 14:41:00,2020-07-18 00:00:00,2020-07-16 16:05:00,,,3,0.8,Styledemocracy,Apparel,Styledemocracy Valentino Online Warehouse Up to 80% Off,https://shop.styledemocracy.com/,911,-3
191,Indubitably,2020-07-12 09:06:00,,2020-07-17 08:05:00,Computers & Electronics,19.99,132,0.5350081414282392,Amazon,Home Theatre & Audio,Dudios True Wireless Earbuds - $19.99 with Prime,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FDudios-Bluetooth-Headphone-microphone-One-Button%2Fdp%2FB07R4HFXTL&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,28905,0
192,zoomcool80,2020-07-16 11:39:00,,2020-07-16 15:46:00,,60.0,19,0.25,Amazon.ca,Computers & Electronics,Eufy 2K Indoor Cam Pan & Tilt $59.99 (after $20 off coupon),http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FSecurity-Assistants-Tracking-Required-HomeBase%2Fdp%2FB0856W45VL%2Fref%3Dmp_s_a_1_6%3Fdchild%3D1%26keywords%3Deufy&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,3070,8
193,Thatdealguy,2020-07-13 21:07:00,,2020-07-16 15:44:00,,,71,,Costco,Groceries,"West (BC, AB, MB, SK) (July 13-19) (111)",,23374,120
194,TeeKayTK,2020-07-14 08:11:00,,2020-07-16 15:38:00,,740.0,27,,Dell,Computers & Electronics,Dell Ultrasharp 27 4K UHD Type C Monitor - U2720Q $740,http://www.anrdoezrs.net/click-749547-12105225?url=https%3A%2F%2Fwww.dell.com%2Fen-ca%2Fshop%2Faccessories%2Fapd%2F210-AVJV&amp;sid=rfdcb,4578,2
195,saku,2020-07-13 07:53:00,,2020-07-16 15:34:00,Computers & Electronics,61.99,23,0.23,Amazon.ca,Peripherals & Accessories,Anker Soundcore Life Q20 Bluetooth 5.0 Headphones,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FSoundcore-Bluetooth-Headphones-Canceling-Playtime%2Fdp%2FB07NM3RSRQ&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,6155,10
196,homie,2020-07-16 10:49:00,,2020-07-16 17:49:00,,11.22,44,,Amazon,Groceries,"Finish Dishwasher Detergent, Quantum Max, 80 Tablets - $11.22 after coupon + S&S",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB00SHMFWTM&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,4509,0
197,pjw918,2020-03-19 13:21:00,,2020-07-16 15:09:00,Computers & Electronics,99.0,1070,,Freedom Mobile,Cell Phones,Nationwide Unlimited Talk & Text - $99/year prepaid,https://www.freedommobile.ca/en-CA/prepaid-plans,286662,156
198,marksmithy69,2020-02-11 13:48:00,,2020-07-16 14:52:00,Home & Garden,999.99,594,,Costco,Outdoors & Patio,Weber Genesis II CE-330 - $999.99,,211563,33
199,DealCanuck,2020-07-15 08:25:00,,2020-07-16 14:37:00,,459.96,37,,Amazon.ca,Computers & Electronics,LG 27GL83A-B 27-Inch 2.5k 144hz 1mz $459.96,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Faw%2Fd%2FB07YGZL8XF&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,5782,7
200,gena_mak,2020-07-15 11:09:00,,2020-07-16 14:37:00,,299.99,19,,Costco,Home & Garden,Lagostina 13-piece 5-ply Stainless-steel Commercial Cookware Set $299.99,https://www.costco.ca/lagostina-13-piece-5-ply-stainless-steel-commercial-cookware-set.product.100351789.html,3254,-1
201,SohSay,2020-07-13 18:25:00,,2020-07-16 14:37:00,Beauty & Wellness,12.99,12,,,Beauty Supplies & Personal Care,50 Non medical masks $12.99 (Toronto),,5001,10
202,cpfan,2020-07-02 15:47:00,,2020-07-16 14:27:00,Home & Garden,138.0,20,0.2247191011235955,Home Depot,Home Improvement & Tools,Ryobi Cordless Power Cleaner is price $178 or $138? YMMV,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/ryobi-18v-one-320-psi-0-8-gpm-cold-water-cordless-power-cleaner-with-4-0-ah-battery/1001487537,7935,1
203,mikea,2020-07-10 15:43:00,,2020-07-16 14:23:00,Computers & Electronics,89.99,64,,Jdoqocy,Computers & Tablets/eReaders,[amazon.ca/the source.ca]Amazon Fire HD 8 (newest edition) $89.99,http://www.jdoqocy.com/click-749547-10797598?url=https%3A%2F%2Fwww.thesource.ca%2Fen-ca%2Fcomputers-tablets%2Fipad-tablets%2Ftablets%2Famazon-all-new-fire-hd-8-%25282020%2529-8%25e2%2580%259d-tablet-with-2-0ghz-quad-core-processor%252c-32gb-of-storage---black%2Fp%2F108088782&amp;sid=rfdcb,13632,2
204,pjw918,2020-07-11 15:54:00,,2020-07-16 14:18:00,Computers & Electronics,0.0,65,1.0,Freedom Mobile,Cell Phones,"$65/20GB, with free Samsung A71",https://www.freedommobile.ca/en-CA,12003,7
205,g5spark,2020-07-15 09:39:00,,2020-07-16 14:10:00,Home & Garden,262.0,28,0.2,Amazon.ca,Outdoors & Patio,Kamado Joe JoeTisserie (rotisserie attachment) - $262,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FKamado-KJ-TISSERIENA-JoeTisserie-Size-Black%2Fdp%2FB01CCHXXHA%2Fref%3Dsr_1_1%3Fdchild%3D1%26keywords%3DJoeTisserie%26qid%3D1594819852%26sr%3D8-1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,4300,4
206,cky312,2020-05-28 19:39:00,2020-07-30 00:00:00,2020-07-16 14:09:00,,39.98,304,0.56,Miele,Home & Garden,[Miele] HOT!! Free HEPA Filter with purchase of Dust Bag Value Pack $39.98+tax,http://ca.miele.ca/en/Redirect/DustBagPromoBanner?productId=1909%2C1910,57029,175
207,Mrrfdxyz,2020-07-11 17:09:00,2020-08-02 00:00:00,2020-07-16 13:58:00,Computers & Electronics,399.99,24,0.2000040000800016,Costco,Home Theatre & Audio,Sony HT-X9000F - 2.1 Ch soundbar-instore only-$399,,6232,-4
208,chemicalxv,2020-07-10 14:10:00,2020-07-23 00:00:00,2020-07-16 13:56:00,Entertainment,24.99,6,,Best Buy,"Books, Music, Movies, Magazines",Best Buy 4k Disney/Pixar/Marvel Steelbooks $24.99 (all-time low for all),,1989,11
209,chemicalxv,2020-07-10 14:10:00,2020-07-23 00:00:00,2020-07-16 13:56:00,Entertainment,24.99,6,,Best Buy,"Books, Music, Movies, Magazines",Best Buy 4k Disney/Pixar/Marvel Steelbooks $24.99 (all-time low for all),,1992,11
210,Tomas8x,2020-07-16 11:28:00,,2020-07-16 13:54:00,,174.99,6,,Amazon.ca,Computers & Electronics,"Silicon Power 1TB NVMe PCIe Gen3x4 M.2 2280 TLC R/W up to 3,400/3,000MB/s SSD - $174.99",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB07L6GF81L&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1090,-6
211,chadw01,2020-07-10 17:15:00,2020-07-19 00:00:00,2020-07-16 13:39:00,,789.99,117,0.20202224264891563,Costco,Beauty & Wellness,Capillus 82 - Laser Therapy Hair Regrowth Cap for Treatment of Hair Loss & Hair Thinning - $789.99,https://www.costco.ca/.product.100476333.html,18721,-25
212,mk316,2020-07-05 19:21:00,,2020-07-16 13:36:00,Home & Garden,39.99,164,,Costco,Other,Brondell SimpleSpa Thinline Dual Nozzle Bidet $39.99,https://www.costco.ca/brondell-simplespa-thinline-dual-nozzle-bidet.product.100535190.html,33468,87
213,choob,2020-07-16 13:15:00,,2020-07-16 13:29:00,,30.0,1,,Theflashsale,Apparel,Tom's sample sale up to 70% off (Classics for $30),https://theflashsale.com/,1252,1
214,vanquisher,2020-07-16 00:40:00,2020-07-24 00:00:00,2020-07-16 13:26:00,Computers & Electronics,39.96,13,,Walmart,Video Games,Star Wars Jedi Fallen Order PS4 & XboxOne 39.96,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=36751&amp;murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2F6000199891520&amp;u1=rfdcb,2647,2
215,Kojima,2020-07-16 12:03:00,,2020-07-16 13:23:00,Home & Garden,199.0,1,0.35,Best Buy,Appliances,OntarioOnly Insignia Dehumidifier-35-Pint $149.99 with 25% Ontario instant energy rebate,https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/insignia-dehumidifier-35-pint-white/14193882,872,1
216,kragnorok,2020-07-07 15:14:00,,2020-07-16 13:19:00,Kids & Babies,359.99,19,0.16279448359264168,Activebaby,Baby Needs,Diono Radian 3RXT Convertible Car Seat - $359.99 and Free Shipping. Purple and Jet Black only,https://www.activebaby.ca/shop-by-category/diono-radian-3rxt-latch-2020-purple-plum/,4650,4
217,GCSaves,2020-06-25 08:14:00,,2020-07-16 13:18:00,,,25,,CIBC,Financial Services,CIBC eAdvantage Savings Account - 2.5% (Annualized) for 120 Days,https://www.cibc.com/en/special-offers/fall-savings-promotion.html,7044,10
218,Alekxqin,2020-07-14 19:13:00,2020-07-16 00:00:00,2020-07-16 13:09:00,Computers & Electronics,14.99,51,0.4001600640256102,123Ink.ca,Peripherals & Accessories,"RGB Gaming Mouse Pad, 7 LED Colors, 300*800*4mm $14.99 FS with coupon code",http://www.anrdoezrs.net/click-749547-13168232?url=https%3A%2F%2Fwww.123ink.ca%2Fp-379411-os-25-smp-rgb-gaming-mouse-pad-7-led-color-2503503mm-moustache%23sku395680&amp;sid=rfdcb,14499,59
219,RaySmith,2020-07-16 11:53:00,2020-07-31 00:00:00,2020-07-16 13:05:00,Restaurants,,2,0.5,Papa John's Pizza,Other,Papa John's 50% Off Code - save50 - Guelph origination (YMMV),https://www.papajohns.com/,719,0
220,phoreoneone,2020-07-09 12:53:00,,2020-07-16 13:05:00,,10.0,10,,Ampli,Financial Services,Get $10 for signing up for Ampli,https://ampli.ca/checkout51/,2845,5
221,Jarnail,2020-06-24 19:00:00,2020-08-01 00:00:00,2020-07-16 12:55:00,,1398.99,304,0.3334937279358168,Costco,Computers & Electronics,Sony 65” 4K HDR - $1398.99 + free $100 gift card,,60246,42
222,chaugh,2020-05-28 07:54:00,,2020-07-16 12:51:00,,250.0,836,,American Express,Computers & Electronics,Amex Business Platinum: $250 credit for $250 spend at dell.ca,,130126,99
223,MichaelSun,2020-04-21 15:08:00,2020-07-20 00:00:00,2020-07-16 12:47:00,Financial Services,,1139,,American Express,Credit Cards,Amex Platinum Double Rewards: Double the points 4%/8%/12% Cashback,,167756,96
224,Dasire,2020-07-15 11:09:00,2020-07-20 00:00:00,2020-07-16 12:42:00,Restaurants,35.0,14,,,Other,$35 off and $22.50 Rakuten Cashback,,1764,-5
225,deal_with_singh,2020-07-14 15:46:00,,2020-07-16 12:42:00,,20.0,9,,Uber Eats,Restaurants,Uber Eats - $7 off first 4 orders of $20+ (YMMV - Users without orders) - Stacks with Referral,,2521,0
226,sirjimitron,2020-04-22 15:38:00,2020-06-05 00:00:00,2020-07-16 12:30:00,Financial Services,200.0,282,,Tangerine Chequing,Banking & Investing,YMMV $200 when you switch your everyday banking to your Tangerine Chequing Account (FOR EXISTING CUSTOMERS WITH INSIGHT),https://www.tangerine.ca/en/landing-page/chqoffer3,68628,50
227,Nikhilvoid,2020-05-29 11:19:00,,2020-07-16 12:28:00,,270.0,122,,Costco,Home & Garden,$270 - Anolon Nouvelle Copper 10-piece Hard Anodized Cookware Set - HOT [Members Only],https://www.costco.ca/anolon-nouvelle-copper-10-piece-hard-anodized-cookware-set.product.100526139.html,38407,10
228,shoxsho,2020-07-15 22:21:00,,2020-07-16 12:25:00,,3.0,8,0.57,Amazon.ca,Groceries,"Castle Kitchen Double Dutch Premium Dark Hot Chocolate Mix - $3.00 (57% off, Add-on)",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB0749VYS9G&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2194,6
229,danzerino,2020-07-14 09:47:00,,2020-07-16 12:20:00,,1169.99,6,,,Computers & Electronics,$1169.99 with SPC discount Galaxy Book S Laptop with Buds+,,2680,1
230,sprung,2020-07-16 09:52:00,,2020-07-16 12:16:00,Entertainment,0.99,1,,Twitter,"Books, Music, Movies, Magazines",iTunes - $0.99 The Infiltrator rental,https://twitter.com/MongrelMedia/status/1283760019843035138,708,3
231,chadw01,2020-04-24 16:30:00,,2020-07-16 12:12:00,,33.89,106,,,Computers & Electronics,[CDKeys] 12 Month Xbox Live Gold for $33.89 CDN (VPN required),,28231,46
232,Ducky90,2020-06-19 02:35:00,,2020-07-16 12:03:00,,699.0,45,,Walmart,Sports & Fitness,Echelon Connect Sport Spin Bike $699,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=36751&amp;murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2Fechelon-connect-sport-spin-bike%2F6000201499355%3Fcmpid%3Dsem_google_en_pla_none_869128799_79172769260_None%26gclsrc%3Daw.ds%26%26gclid%3DEAIaIQobChMI6NP3uZ2N6gIViCCtBh2gXAY-EAQYASABEgIY7vD_BwE%26gclsrc%3Daw.ds&amp;u1=rfdcb,16310,11
233,Rodster,2020-07-16 08:46:00,,2020-07-16 11:32:00,,,3,,Linksynergy,Apparel,Discounted Canadian Olympic team collection,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=43178&amp;murl=https%3A%2F%2Fwww.thebay.com%2Fbrand%2Fcanadian-olympic-team-collection&amp;u1=rfdcb,2335,9
234,gizmokrap,2020-07-08 07:42:00,2020-07-16 00:00:00,2020-07-16 11:27:00,Computers & Electronics,,46,,,Video Games,"Epic free games 9 - 16 July Killing Floor 2, Lifeless Planet Premium Edition and The Escapist 2",,12571,0
235,coopercold,2020-07-16 08:03:00,,2020-07-17 09:20:00,,,17,,Amazon,Groceries,"Gioia Cantucci, Almond Biscotti, 200 g - Product of Italy - 81¢ or 90¢ on S&S + F/S (No Prime Needed)",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB07QV6WQ1M%2F&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2108,0
236,Alexis75,2020-07-13 09:32:00,2020-10-13 00:00:00,2020-07-16 10:35:00,Financial Services,10.0,19,,American Express,Credit Cards,Amex offer (YMMV) 3 times $10 credit on $10 purchase at MOBILE service PROVIDER,,3931,8
237,2Riskit,2020-07-16 09:37:00,,2020-07-16 20:56:00,Sports & Fitness,75.0,14,,Linksynergy,Equipment,Hyper Electric 700c Unisex Aluminum Electric bikes $75 (YMMV),http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=36751&amp;murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2F6000198837445&amp;u1=rfdcb,1909,0
238,AriGold89,2020-07-16 09:20:00,2020-07-16 00:00:00,2020-07-16 10:17:00,,,4,0.1,Rakuten,Apparel,"Rakuten ""Beat the Heat"" Event: 10% CASH BACK!",https://www.rakuten.ca/flash-sale,2791,4
239,AriGold89,2020-07-16 09:20:00,2020-07-16 00:00:00,2020-07-16 10:17:00,,,4,0.1,Rakuten,Apparel,"Rakuten ""Beat the Heat"" Event: 10% CASH BACK!",https://www.rakuten.ca/flash-sale,2793,4
240,Cloudnyne,2020-07-14 16:07:00,2020-07-17 00:00:00,2020-07-16 10:01:00,,39.99,7,0.25,Adobe,Computers & Electronics,Save 25% on Adobe CC annual All Apps Subscription,https://www.adobe.com/ca/creativecloud/plans.html?promoid=NV3KR7S1&amp;mv=other,2009,-3
241,Andanzas,2020-07-07 21:15:00,2020-09-08 00:00:00,2020-07-16 09:56:00,Financial Services,300.0,52,0.5,TD Bank,Banking & Investing,TD Chequing Account - $300 Chequing offer,https://www.td.com/ca/en/personal-banking/special-offers/300-chequing-offer/,10650,14
242,SoulTracer,2020-07-06 08:47:00,,2020-07-16 09:48:00,Home & Garden,79.45,93,0.11,Amazon.ca,Home Improvement & Tools,$79 Ecobee SmartSensor 2 Pack,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fecobee-EB-RSHM2PKC-01-SmartSensor-2-Pack%2Fdp%2FB07Q7X9147%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3Decobee%2Bsensor%26qid%3D1594039431%26sr%3D8-1-spons%26psc%3D1%26spLa%3DZW5jcnlwdGVkUXVhbGlmaWVyPUEzNVhBQjhHOVVYSlY5JmVuY3J5cHRlZElkPUExMDI1ODk3R08wVzgxTE1SQjJLJmVuY3J5cHRlZEFkSWQ9QTA5Mzc1NTgxTVFCRUdQOURDQ1Emd2lkZ2V0TmFtZT1zcF9hdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,16695,17
243,RedFlagAlias,2020-07-15 15:56:00,2020-07-16 00:00:00,2020-07-16 09:47:00,Sports & Fitness,259.99,13,,Costco,Equipment,Marcy Pro Standard Bench with 100lb weight set,https://www.costco.ca/marcy-pro-standard-bench-with-45.4-kg-(100-lb.)-weight-set.product.100457644.html,4304,-9
244,TheRFD,2020-07-09 22:27:00,,2020-07-16 09:47:00,Computers & Electronics,7.99,47,0.7716490425835952,Microsoft Store,Cell Phones,Belkin Home Charger (10 Watt/ 2.1 Amp) - $7.99 (Reg $34.99),http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=36509&amp;murl=https%3A%2F%2Fwww.microsoft.com%2Fen-ca%2Fp%2Fbelkin-home-charger-10-watt-21-amp%2F91whd8m1717r%3Fcid%3Dmsft_web_collection%26activetab%3Dpivot%253aoverviewtab&amp;u1=rfdcb,13941,37
245,BarcaFan,2020-07-16 00:43:00,,2020-07-16 09:41:00,,579.99,4,0.033333888898148305,Amazon,Computers & Electronics,Back in Stock -ASUS TUF Gaming VG27AQ 27” G-SYNC Gaming Monitor 165Hz 1440p 1ms IPS,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Faw%2Fd%2FB07WQ4FXY9%3Fref%3Dppx_pt2_mob_b_prod_image&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2482,-4
246,trigger0,2020-05-01 23:34:00,2020-07-30 00:00:00,2020-07-16 09:32:00,Financial Services,300.0,345,,Scotiabank,Banking & Investing,Earn $300 cash plus up to 2.70% interest with the Scotiabank Ultimate Package.,https://www.scotiabank.com/ca/en/personal/bank-accounts/chequing-accounts/package-features.html,82977,15
247,michelangelo88,2020-07-15 22:27:00,,2020-07-16 09:06:00,Home & Garden,1.25,5,,Dollarama,Other,Minions clip-on key chains - $1.25 - Multiple Designs - In-Store (YMMV),,2081,4
248,MikuGirl,2020-07-15 23:24:00,,2020-07-16 09:03:00,Beauty & Wellness,175.47,66,,Amazon,Other,"3M Full Facepiece Reusable Respirator, 6800, Medium $175.47",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FFacepiece-Reusable-Respirator-6800-medium%2Fdp%2FB007JZ1LG6&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,7919,0
