,id,landmarks,Usage
33282,d07f861de7cca163,,Ignored
22337,a5833f5a6d2d13e4,,Private
9187,e472b5cc680fc083,,Public
12093,d6c6faf2c18a6e28,,Private
80941,9e071ff15be7bd17,,Private
111023,510206045ddd37b4,,Private
15896,40927b0ae79408a1,,Public
24891,98cc518a6f6eb9b0,,Private
76405,25802d06c974f9e9,,Private
26265,2eb986741335fe28,,Public
83676,03b22d079bc52760,,Public
97267,ce00eca5e0432449,,Private
54826,f81cdb26f818c54f,,Public
58013,4d4e60d3a15339ac,,Public
9270,c233fa5ed3b1dd1a,,Public
37639,f746c670d6ded7f2,,Public
40458,cf774e2273577440,,Private
62177,a28d8caf48fc0f16,,Private
82495,9e199a44d5c8b2f2,,Private
36186,3efd4fef9ec365ae,,Public
115474,d15a2c872a433b9e,,Public
81597,432e1866653bffe0,,Private
111941,6e1c4132bc8bf454,,Public
98475,2a14ffdfe8f68dd9,,Public
4857,39b2603f0fe809ea,,Private
6849,1640c02216a1bfe9,,Public
84417,1ad01f0b408c9230,,Private
42692,b5ffd1ad74ecaf71,,Private
17045,22dbabd4b396e006,,Ignored
84551,748d2a4af94feca6,,Private
18729,d742ef4b86299778,,Private
107408,efdb274598ad4ca3,,Private
5145,55affe625ec695d8,,Private
42605,9e7c540b123ae1f0,,Private
18265,450d6cd965232267,,Ignored
38235,7cb89030792a0ab5,,Public
11327,44be696d1fbfa75b,,Private
6210,181656d682c2e12c,,Private
91735,ed39be149b87a1c8,,Private
92512,4d6e452440e8ee20,,Private
63108,9787ee00f34c31d1,,Ignored
42920,5bcf62f339285dc2,,Private
41451,7def9b277a9fc9f8,,Private
61728,9ea230e748bae35f,,Private
31681,7867667049a42a16,,Private
9172,78a5706ddc264422,,Private
27331,a88496189adf060e,,Private
109641,2b4e2cfbe660e36e,,Public
92190,86d507dab509810d,,Private
96219,c81be9006f83e7a7,,Public
4086,ad64de8720a87d07,,Public
117338,9cbd46393b6d0131,,Private
88234,282eca141dcd006b,,Private
62369,f1c780c1543f518b,,Private
64446,a47e5ab0fd5321be,,Private
65552,c92ea5c6bf04cdc3,,Private
56284,001b715bcc3404d0,,Public
37829,6527fa0f1420222c,,Private
111325,b7e640b4ba2642ef,,Private
116089,d6fe8363cbed9987,,Private
92972,6f958bb7f45f543a,,Private
21303,5255b48928aef2f7,,Private
73574,6dd63e3a4c5f90e2,,Public
105068,835ca3ee1f407c12,,Private
114535,cbfba2ce6f19c072,,Private
117078,52efbde203b97ff4,,Ignored
65996,a95a021512d6c165,,Private
50814,fa02b6d0fc1fe92d,,Private
49196,709a17e82d697f9a,,Private
51332,4c22a2c73dbf14ca,,Public
6556,6131025f37d42110,,Private
30634,a48d3c83db88331c,,Public
43131,16e6f90fde82f06f,,Public
46358,19fc9c34d206861e,,Private
67296,2193a7eae914f218,,Public
83291,eabdd12edc837570,,Public
102238,773aa011f1c166f7,,Private
15178,ccf81b3fb0caa56f,,Private
99179,8d64473d3e9afa3d,,Public
92177,daabb3781683d46f,,Private
56416,de448589a4288dfb,,Private
82125,c77ffa5ba4227f9b,,Public
99106,1c1faef68257134f,,Private
93907,bb05f04809169af0,,Private
79067,0b0f8f9da37875b4,,Private
16105,e84d1bb9c3c6c3f9,641,Private
57719,8ed27d3c59d42a05,,Private
63952,d2a62e6afd315f1f,,Private
11345,e9221cedb41ddd1a,,Private
27375,874b2d8436ea7f1e,,Private
42108,dc415f8f689fe276,,Private
37951,80e4f94ea1118196,,Private
56025,eaccb63207e646d3,,Public
18740,7c1a4bca170d4528,,Private
53371,39e292cc19128104,,Private
39203,d2cdb44015fe9ea3,,Private
115954,2314da5c41c8fa4d,,Private
29829,ccb8bd2fc8ad82a1,,Private
35696,fe68919d93a4afe3,10728 14209 14578 4426 533 5492 5658,Private
69849,7ee73e27ac1daa01,,Private
109460,caa5fa5c98d4ce72,,Private
115641,0a050eaf9542efd4,,Private
31935,eba7a7f21ab73e4d,,Ignored
29741,e7ba590e64ffeda4,,Private
22683,2bad322929a6555c,,Private
84400,81111edcdb061072,,Public
46056,1de4891cf0605fc4,,Public
21925,be4262b218a888af,,Private
21563,460b67d8caf8ef98,,Private
56762,ef47bb25445a4739,,Public
74543,d27931a2522ec83f,,Private
27211,4b051d16935ef55b,,Private
60926,e2bdc1c496e1dbfe,,Public
87742,7464541774c80caa,,Private
57397,6109f3d5c943e94a,,Ignored
15447,e355801dbca41b13,,Private
23434,c8b59f692a04f009,,Private
33504,20ba949578a4dbac,,Private
16841,ba05072ecdb7a502,,Private
7318,bd2a309ed798e33a,,Private
65205,636109443c79ca6e,,Private
43006,ed2cda1b1bfc4581,,Private
82282,ffb3d35fa9c35705,,Private
55098,017d3121fcaa7155,,Private
105107,89f430be265c2d4f,,Public
16835,8bd6160d989ba98e,,Public
47303,231dc3009b880089,,Public
108481,44f2d70e13d9ac53,,Public
52141,75a21b6241534585,,Private
92907,d208f341709878d7,,Public
96935,4bcd523ae2a51853,,Private
115778,60b73444156da6da,,Private
102313,10dc25a3203e1c0d,,Private
53882,fa3e3a72253e19f1,,Private
116593,31d3b548231c98bc,,Public
90891,1471436b1b3378a6,,Private
79598,c16b8ed6cf26aa58,,Private
49339,b78eacc210594d7e,,Private
112656,5fc4827356068d56,,Private
91254,57de967d4cb27ba1,,Private
41613,399dce655fb7eb08,,Private
29907,ed61f43c3220fad8,,Private
74178,6d7744042044bada,,Private
7727,b2ee005b690b6e80,,Private
100505,b925a1c02446b14f,,Private
83369,62a2ac0b7d892c9e,,Private
35358,f28213d366815cf7,,Private
25316,e63e66a970ee74df,,Public
95472,c9abae73003f65ac,,Private
30355,6f69793be0c0d81b,,Private
55864,05e8e2d87d303e0c,,Private
43600,182394552a9c0b93,,Private
56715,0d32ab91cb46e210,,Public
28398,dd7e486d9532c477,,Public
2997,b2278bb5fd89f54f,,Public
86797,9ebbb8cd02163347,,Private
36176,9d765b2d65ca2aaf,,Public
28480,561f3f6a53b32059,,Private
103266,f5c592d5de233cba,,Private
58569,536e6bda8539f7b7,,Ignored
49244,ade7f6d29082b3a1,,Ignored
79149,8fe611b1b17c7866,,Public
111172,342fce11c79c1947,,Private
90629,23a534058c0bd57d,,Public
96899,4d4d584463c73c28,,Ignored
44742,d4e97393337953b6,,Private
1707,649487d046546f4d,,Private
8147,e058c9b30c719863,,Public
104544,9aaf603728bb1879,,Private
59860,0cacd7306fdd7d05,,Private
102404,e25552aa8cc6d36e,,Private
3358,53c1fbc331d86479,,Private
108321,76e8842c742ec441,,Private
110672,b47447bff2f61f20,,Public
43059,827d199b66687b51,,Public
60715,3f6e2c8a2cf9f51e,,Private
55003,86010f2aad7ce2aa,,Public
1111,204755f49657bb5c,,Public
100112,dc7126b7a021168f,,Public
19522,d050fd1cafc9a31f,,Private
20267,a8fc3abcd5c24b3b,,Private
1256,adb1672b61357bd5,,Private
105875,a2d375ce69f25492,,Private
11658,2e9921e0bcaf799e,,Private
57117,5ef9d8b721e58935,,Public
92578,50d255c545ab0f1e,,Private
28934,90eec73bfc61f219,,Public
77257,5d444db21a0bde85,,Private
67177,f4d044f864001532,,Private
78461,b5b2bcfe5a6aba65,,Public
4936,16b17d80b006fbe4,,Public
63796,37a9578a685246b8,,Public
86635,d5a6b5fbeca364a4,,Public
42610,ff7a17d9abad873c,,Private
13885,45b1e5fe30b12ba8,,Public
33776,39408951fd57c794,,Private
98251,aed59c3f845ac8c3,,Private
92844,5711801d9d529060,,Public
110707,d0dc0631fc2a829c,,Private
16274,4627e549f16f5f21,,Public
76719,e287d704307e7eee,,Public
47272,c1114530c2b008a7,,Public
75427,3fe98f2a7dfc8c4a,,Public
79365,061b81c818e05d0d,,Public
110072,89b70b2369cb84c1,,Private
114473,98169aa300e4555d,,Public
44737,e04e988fcf2f96b2,,Private
97572,a7745293eda46bf6,,Private
84035,198efdad5d2b7e20,,Public
64375,a20e03784e913f64,,Private
84429,30b1ee7f316ba409,,Private
42316,bfd7640aeba08130,,Private
91518,bd55befbc1d3478d,,Public
116252,7d9e618a73b547c0,,Private
43638,6e2a954c18c360bc,,Public
26809,7b6ed62976a4060b,,Ignored
97792,6e0f162a526ee89b,,Public
25009,18b92dacd4cf9366,,Private
81675,3124cc27a7656cea,,Public
70087,1edf8d1cb8340a2e,,Private
1076,0f6972abec4b0e62,,Private
100494,3cf3d4e1096d4b76,,Private
83945,78a47b91448645ca,,Private
92759,ce9d22e86790b144,,Private
17349,885c915f8a7277b6,,Private
602,c7894e16b791a681,,Private
36200,af2c291d5cc09488,,Private
20111,631f969bde5fe451,,Public
54850,4d05dc57b1952f80,,Ignored
23966,a8141704e447681e,,Private
13837,ba3d21db1536a790,,Ignored
578,b52f94cbfb6210b6,,Public
35179,d974f16003807c1a,,Private
71645,4f3a71b8b347f42c,,Ignored
106298,abeb7aaa829379ff,,Public
59296,415b39c408a65160,,Public
35928,aa90b9c8b0791361,,Private
16724,7792a48a3dd2e2f3,,Public
32125,a0e1d1b2d30d658d,,Private
110359,b62b8916aeb8b6a0,,Private
50235,1cc4311688a1b5c1,,Public
15339,835deb8a84a26b24,,Public
93730,d47fb5e8e00d8ea3,,Private
86028,2e6afbd0499f1b8b,,Private
87391,4ca38e50e6c7d650,,Private
4369,18bafbb0b3316249,,Private
94397,73ff0b6ec91f02dd,,Private
73392,a9ef10576a9d637c,,Private
9672,2794bc64cc0e5309,,Public
80356,a2ee3e18d2e0396d,,Public
46775,3956b86de86f6fef,,Private
21844,98fc6c61b06407b9,,Ignored
64149,d3287e928b07c296,,Public
14997,14f690afdd679c7f,,Private
33225,0655a412298e655b,,Private
47981,b11b5a69aa961bd9,,Private
108874,62a4c4d8805cdece,,Private
89048,b18c6ed5e36e46f7,,Ignored
94674,da7cb00c0f0c8508,,Private
60060,2a192ddfaf41f081,,Private
46764,5bbeb3b4aa974ee6,,Private
55131,b32a7a80d127e699,,Private
31804,d4882fa4ba804990,,Private
41053,8ae65409fbe14ecc,,Ignored
20748,d4a9a13620138292,9742,Private
52972,5029f7d19722a0f7,,Private
109224,6712022acd8ceedf,,Private
19568,e6228243451346ee,,Private
90684,3df7bba4a2c8b70d,10061,Private
43872,d239ebf3880ad242,,Public
29204,e9be721f77059b28,,Private
33802,96d162e0410f0b4f,,Public
12346,56330e8819abd263,,Private
65886,8493a6d9a415c566,,Private
18560,693ab5dcf021c6f3,,Private
717,7f5b887eb9559183,,Private
63958,fb5f0438c885040f,,Private
93383,8c7f1582bc60f4ba,,Ignored
23450,029146de568f5edf,,Private
66595,2a4665fcf3713c10,,Public
91408,5c23c1a4710b1bd4,,Public
5,21708d4a4d8c931c,,Public
91960,d3b69923f8e2cf1d,,Public
31734,d2bcf8937103e48c,,Private
78102,48c5d17ed8b1d515,,Private
58777,2839285b0bbf68c3,,Private
97876,0ab4bfb23b0da679,,Private
36360,b8795e3ae55985dc,,Private
110739,df0756283fbb8bcb,,Public
103372,0a73f7a7e0efa0f3,,Private
19203,43b64883baeeb2d3,,Private
11887,11ccb45b8d1f6f38,,Private
91595,fc1478bf99682fd0,,Private
35419,f95cf3bd3db9fd1f,,Private
108558,360de73d724fcb80,,Private
48394,b4184dae2e2357f3,,Private
40497,6fa484f790049e23,,Private
82855,7580b249f1f572a2,,Private
78909,96e682dff13a2eb9,,Private
63172,2de0b2cc882cca8b,,Private
42073,e8ff90a1d89461ac,,Public
65465,0d126b572eadb53e,,Public
8422,58bf29c1db023fe7,,Private
93782,a58a23420cb3f9f5,,Private
81087,e036a43f990d0236,,Private
17846,4c5fedb20ada2c49,,Public
20335,53afa4039e1b8ea1,,Private
111839,b8579c558b3c2900,,Private
36042,624cdb9923b80000,,Public
107307,7e3831624d2b050b,,Private
32904,77364030becbc523,,Private
102039,c2e338147dab34a1,,Public
72444,2173f75134b84094,,Private
116148,e086a1a52ee813a0,,Private
49955,f2805975ab8bdeb2,,Ignored
14840,3c7e201d9e90dd50,,Public
95507,fc7b764f72c932ed,,Public
40472,91c1d90161133013,,Private
113455,fb3e110226d3914d,,Private
71233,746e05bbedb1f93c,,Private
92769,e9f1f1a17e097294,,Public
36566,eabe2627e72af24c,,Public
116716,a3d45d3e7118fe7a,,Ignored
25459,30316a501c720260,,Private
114387,1a87bb31f400b3a9,,Ignored
94019,8578c32d401dc129,,Private
83068,3f44f71a8b719017,,Public
33867,d6c2ae7e7cab18a4,,Private
43753,94d473504c34e397,,Private
54115,9056fb4c72adcc95,,Private
17453,5c97003954fac808,,Private
40606,3496c7fe81299b05,,Public
61974,01d4d566920dfcdd,,Ignored
87994,bc73455e0efb1772,,Private
84053,3a71ffe9643a4855,,Private
53279,50046e855326c8d7,,Ignored
49319,75e13a8c1c20f81c,,Private
85412,f7d254be133b4d7a,,Private
52617,4fb5592e567590c8,,Public
2863,e4b5dee69c3657af,,Private
24230,d9467b43d45ea52d,,Private
56718,1e3962cddb7d5227,,Private
10838,dc4ad3da6db838a6,,Private
93300,f36968ee8264db55,,Public
98415,84a92f1ffe7539d5,,Private
34598,58302a7fde5d2ee0,,Private
19246,35d1fa6de5d821f6,,Public
13260,c870d1c292ac2e49,,Private
17140,ddd44339ce137e86,,Private
51973,b5cc527e9de28d65,,Public
70621,3fc9ef77da9e8267,,Private
72670,d653a10f6eb09b55,,Private
5826,08d0edff122cd608,,Private
29092,93740e8e8db01cf0,,Private
101845,86300fc86eab7958,,Public
109452,ca7e076aa071e50a,,Private
91633,5f3693bc1f126cf5,,Public
68298,35fbef7a6fb0d454,,Public
101209,231c2e0e398a8729,,Private
66136,0f2c77c67eb80f93,,Private
69388,14cfebed4b94ffcc,,Private
76722,7bb25ca7796708bc,,Public
13786,85b352bdd86a4fe7,,Public
17907,a1df139ce201b1ed,,Public
2302,af567278745c9f2c,,Ignored
55413,5519fde8720ec82a,,Ignored
91157,81671db1e7697401,,Private
35592,2eeacd0901028849,,Private
49935,908d424cde352a33,,Private
6645,ab2a143c4e804f24,,Public
45158,49973c2a2608034c,,Public
106332,722279c07aaa85be,,Private
94387,a3c7c410553d2cb3,,Private
233,4f27e05fcec20704,,Private
22809,b3f4b5320b6a24f4,,Public
4129,b8ae586c23a5c47b,,Public
85641,ceb80018ec1a3c36,,Private
27273,2f8d7442de471860,,Private
49125,532a0ed847290d6d,,Private
52272,4405b86488938a43,,Private
26810,df6a212f425a5eaf,,Public
53828,ca2c56b972b83f06,,Public
76083,c513b69a4e320d7b,,Private
29234,569d94e3a36daa98,,Public
95828,de91638c4eafbe5c,,Private
12685,efeff26056fe1ab7,,Private
9632,e8f40b00447cf535,,Private
83051,7348d19abc5fa427,,Ignored
33011,46b89582770c7785,,Private
10565,3e5dd1d4533b0055,,Public
115902,a4761fd6f5a5e7e1,,Public
98482,346537d6fdafd706,,Private
57071,4ad934543ccd6179,,Public
117627,3df621e50f75b75a,,Private
71817,c98940ac27dee898,,Private
25321,7139ae1bd8c96a8a,,Private
2183,0675c534627693a8,,Private
21178,096f422fa2e06691,,Private
113085,24669a66c49db4cf,,Private
19414,8d8559347fd777fe,,Private
74164,88773f9367c6f3b9,,Public
27455,8f97b131c2ef12a3,,Private
62552,625b15aaf2abe7c0,,Private
10010,593bd5d9e5c58237,,Public
88082,d4a58a7dccb78e66,,Private
64732,5556eb6c3454b31b,,Ignored
11936,0eba72138627b291,,Private
42191,521f90de27e69927,,Private
57675,f63f7629716ecb67,,Public
44812,b1b9aa6da67cccd1,,Private
39049,0610149a190eafcc,,Public
39390,45ba902b5df26f7a,,Public
34512,4315ac7ecadc9fec,,Private
76601,0f48fd23787d7729,,Private
40314,689d8a4df9832ed9,,Public
113679,41c35ebf758f8ee9,,Private
92840,b60288013aafadc6,,Public
25610,18e57c29d64c688a,,Private
95417,b88e4907236b7f12,,Private
85925,9dc4222f1ef1fbc3,,Public
6164,bc2fc75d73f086fa,,Private
76517,2f040ddfb8c21177,,Public
112300,66e02e69a7a16290,,Private
12490,3d694856efa351bc,,Public
69177,3aa1061ed448ab4b,,Private
10135,87db144937a66e77,,Private
104083,c483422ee52397f8,,Private
30140,7a56a16905284c93,,Private
13921,4b90ead176e508db,,Public
64222,3e7e21aa3721d06b,,Private
83154,c09baec2acb5265b,,Public
105423,f0ee6fc10574d0cf,,Private
66957,ee020fb1e70441e8,,Public
8696,08f0ed70e1b4a15d,,Private
17990,719dcbb52e3c93ca,,Private
84160,c57474290829d292,,Private
103720,2f928e7feaec303a,,Private
22625,f14ce466b33d41e2,,Private
19383,49b2260808ae43ae,,Private
88809,0044b7fa53f00c88,,Private
89500,ef7579f20aa5d9e0,,Private
70484,5d43380fdaca1219,,Private
113333,bbfed92a0c864738,,Public
60991,4e1e2a5c952a0baa,,Private
99975,138432645e362296,,Private
64527,eb4d8988465f7a74,,Public
117215,1a960098bb21d3bb,,Public
89061,893f6493fd55387c,,Private
75839,9cbf3d60612eb19e,,Private
44329,ea574fba4333be95,,Private
24890,175543042e0b07a4,,Private
81699,8076ac82b37bcf62,,Private
45930,a25f66f74eda744c,,Private
53386,c8c096d704242899,,Private
46723,c8f9d6ddc2f0ad99,,Public
12761,617b80252e718fd8,,Private
50771,17ed63e5486cbd33,,Private
29901,ca769144bc4f52dd,,Private
71701,cfd1e10f569ed0d1,,Public
13801,2115b83feb931d3f,,Ignored
49987,890219830f3aef8f,,Private
114060,53d4a39455299ffe,,Private
65427,314e5de56cb1d584,,Private
76970,aa78a7f5eedec970,,Ignored
44989,a5fba5b63a30093b,,Public
61585,bd81619f64b63ab7,,Private
4594,b94462374dee1dea,,Private
46160,a943085c80e6b4ae,,Private
85226,32ec1f89ff4a24c0,,Private
1906,449b21d442dadb26,,Private
108407,b0bf2088a9f60002,,Private
10991,b51aae69ee4b2f85,,Ignored
94841,b4dc8092172973d3,,Ignored
42271,25c86394a9a8d1f1,,Private
17426,b42771d0476264f9,,Public
79662,5e2a6995ba344242,,Public
20850,b9d3f176eb4e47f7,,Public
94681,68fa9af86c4ff633,,Private
12363,9a1a83f9b0d0d3cf,,Private
114287,6fa27edd9931bfdd,,Private
89650,4519dba305945910,,Private
77118,9af6a15e7b89a1fd,,Private
77010,130cfd7d2ab35330,,Private
18598,deb020ec1c7f1bb2,,Private
23313,b944296ef66d77ab,,Private
46053,f6ff54e70369c254,,Private
59869,3cdbe6e748037c75,,Public
19939,74cba6323691cdfe,,Private
32383,d906eaf13ebb6d72,,Ignored
84394,8d908b9afdfe3f44,,Private
4589,41cee637c71d6e7b,,Private
3529,6874fcc0f4329335,,Public
81263,ee255cafdc79f370,,Public
98000,58303658631e98b4,,Private
